id_publisher;nome_publisher;appid
9758355873;Joint Custody;507060
9758355874;Sports Mogul_ Inc;507080
9758355875;Voided Pixels;507120
9758355876;Big Fish Games;507140
9758355877;乐客游戏;507210
9758355878;Libredia;507270
9758355879;2tainment GmbH;507300
9758355880;Eridanus Studio;507340
9758355881;Magicbane;507360
9758355882;Sometimes You;507380
9758355883;Sometimes You;507390
9758355884;Sometimes You;507400
9758355885;Silverline Studios;507440
9758355886;Stardock Entertainment;507490
9758355887;Dagestan Technology;507520
9758355888;Bmc Studio;508140
9758355889;Forever Entertainment S A;508170
9758355890;Just1337 Publisher;508180
9758355891;Paradise Project;508190
9758355892;Jungle Coworking;508200
9758355893;Visualnoveler;508230
9758355894;Reload Labs;508250
9758355895;Flaming Firefly;508260
9758355896;Back To Basics Gaming;508290
9758355897;HeroCraft;508300
9758355898;Graham Dodge;508330
9758355899;Seek n Destroy Studios;508350
9758355900;Flazm;508390
9758355901;Ponywolf_ LLC;508410
9758355902;Landfall;508440
9758355903;Angry Skull Studios;508520
9758355904;Humble Bundle;508530
9758355905;Cleril Calamity Studios;508540
9758355906;Nicholas Rizzo;508550
9758355907;8_bit development;508580
9758355908;Hostel Games;508600
9758355909;DemonVideogames;508610
9758355910;Impartial Studios;508630
9758355911;Freshtrax;508670
9758355912;woutwoot;508680
9758355913;NVRMIND;508690
9758355914;Aivaras Ivoškus;508710
9758355915;Vitaliy Shikhovtsev;508730
9758355916;Santa Ragione;508740
9758355917;White Rabbit Games;508760
9758355918;Parallel Circles_Deck13;508790
9758355919;Chequered Ink Ltd;508820
9758355920;Wastebasket Games;508840
9758355921;XIERRA Games;508890
9758355922;Quiet River;508900
9758355923;Potassium Frog Limited;508910
9758355924;Strategy First;508930
9758355925;Independent;508940
9758355926;Lee Davidson;508950
9758355927;Atriagames;508960
9758355928;2tainment GmbH;508980
9758355929;Cowboy Color;508990
9758355930;Rock Path Collective;509000
9758355931;David Erosa García;509070
9758355932;Back To Basics Gaming;509110
9758355933;Fabricated Reality Software;509130
9758355934;John Wallie;509160
9758355935;OutOfBounds Software Solutions Inc;509170
9758355936;Ryan up in here;509190
9758355937;Gamesoft;509210
9758355938;Almighty Games;509220
9758355939;Space Wedgie_ LLC;509230
9758355940;Atriagames;509240
9758355941;Electric Hat Games LLC;509250
9758355942;Axel Anderson;509260
9758355943;chris_antoni;509290
9758355944;Sunnyview;509310
9758355945;munsunghyun;509340
9758355946;VRotein;509360
9758355947;Sub Orbital Software;509390
9758355948;Dear Villagers;509400
9758355949;Artplant;509420
9758355950;Mateusz Kulis;509440
9758355951;Varitech;509450
9758355952;Chad Meffert;509530
9758355953;Antler Interactive;509540
9758355954;wwwSpellbookcom;509560
9758355955;Julian Edison;509570
9758355956;Asmodee Digital;509580
9758355957;Jetdogs Studios;509600
9758355958;Digital Fusion Inc;509610
9758355959;Well Bred Rhino;509620
9758355960;Ambiera;509770
9758355961;Team Grybanser Fox;509780
9758355962;KEXBOY;509800
9758355963;DemonStudios;509820
9758355964;Artur Rezende;509850
9758355965;Atapki;509860
9758355966;xrrawva;509880
9758355967;My Insomnia Presents;509910
9758355968;Screen 7;509920
9758355969;Anamik Majumdar;509930
9758355970;Mustache Games;509960
9758355971;CyberLight Game Studio;509980
9758355972;Riviysky;509990
9758355973;Krysle Quinsen;510000
9758355974;Worthing & Moncrieff;510040
9758355975;tamationgames;510050
9758355976;Chris Folea;510060
9758355977;Frizzank;510070
9758355978;Tommosaur;510080
9758355979;Buka Entertainment;510110
9758355980;Newsight games;510130
9758355981;KSCM Consulting;510180
9758355982;Neon Green Pin Games;510220
9758355983;MixedBag Srl;510240
9758355984;Petite Games;510250
9758355985;Indio Games;510280
9758355986;Ninja Theory;510290
9758355987;Slitherine Ltd;510320
9758355988;PileOfCrab;510330
9758355989;Super Strong Games;510360
9758355990;MediaSpark;510380
9758355991;1C Entertainment;510390
9758355992;MostWanted Game Development;510410
9758355993;Daniel Mullins Games;510420
9758355994;Over The Moon;510490
9758355995;Hesketh Studios Ltd;510500
9758355996;2K;510510
9758355997;WZOGI;510520
9758355998;BURA;510540
9758355999;HexWar Games;510550
9758356000;Stormlord Games;510570
9758356001;Nightdive Studios_Throwback Entertainment;510590
9758356002;Double Fine Presents;510620
9758356003;Soccer Manager Ltd;510630
9758356004;Artifex Mundi;510650
9758356005;European Games Group AG;510660
9758356006;Studio GU;510680
9758356007;Windforce;510700
9758356008;Red Meat Games;510710
9758356009;Grimoire Games;510730
9758356010;FusionPlay;510740
9758356011;Wakagana;510750
9758356012;BrainGoodGames;510780
9758356013;The Sun Will Rise Team;510790
9758356014;Clockwork Pixels Ltd;510830
9758356015;HyperReuts;510840
9758356016;Fusion Media Group;510850
9758356017;Attraction Studios;510910
9758356018;RLTY CHK;510930
9758356019;Gordon Roberts;510960
9758356020;CrystalGame;510990
9758356021;Team 4U;511010
9758356022;maddma;511070
9758356023;WhisperGames_Deck13;511090
9758356024;Akumu Games;511120
9758356025;FIVE_BN GAMES;511140
9758356026;Armnomads;511160
9758356027;Galavalomka Games_Aslan Game Studio;511190
9758356028;Mateusz Kuliś;511230
9758356029;Floating Island Games;511250
9758356030;Woodsy Studio;511320
9758356031;BlockheadGames;511330
9758356032;SmartHart Games;511340
9758356033;Green Lava Studios;511350
9758356034;Gamaya Inc;511370
9758356035;Tales of Games Presents;511380
9758356036;Sageose;511390
9758356037;Aleph=Null;511420
9758356038;Another Reality;511430
9758356039;Drix Studios;511460
9758356040;Onyx Lute;511470
9758356041;Ismael Pozzo;511490
9758356042;Selva Interactive;511500
9758356043;Wizard Mode;511540
9758356044;Krazy Studios;511560
9758356045;SOLIDMESH;511570
9758356046;VikingVRStudio;511600
9758356047;Binarystudio 54;511610
9758356048;GPAC;511630
9758356049;Digital Fusion Inc;511660
9758356050;XSEED Games_Marvelous USA_ Inc_Marvelous;511680
9758356051;Andreas Aust;511690
9758356052;Think On Labs;511700
9758356053;PQube Limited;511740
9758356054;Herbi Games;511750
9758356055;Plug In Digital;511790
9758356056;Pragmatix Ltd;511800
9758356057;Turnopia;511810
9758356058;Asmodee Digital;511820
9758356059;Robert Potter;511830
9758356060;Deuteranopia;511920
9758356061;Lab Cat Games;512000
9758356062;GamersHype Productions;512020
9758356063;DEVGRU_P;512060
9758356064;Brave Wolf Studio;512070
9758356065;哈视奇科技;512080
9758356066;Red Tree Studios;512090
9758356067;Viriver Network Technology Co_ Ltd;512110
9758356068;Diablohead;512120
9758356069;Justin Varghese;512150
9758356070;Gestalt Development Studio;512160
9758356071;SketchTech;512170
9758356072;D3 PUBLISHER;512180
9758356073;Trickster Games;512220
9758356074;Nanali Studios;512230
9758356075;Capitola VR;512240
9758356076;Good Shepherd Entertainment;512250
9758356077;Anawiki Games;512260
9758356078;BBC Media Applications Technologies Limited;512270
9758356079;Prospect Games_Merge Games;512300
9758356080;Crowned Daemon Studios;512370
9758356081;Phylliida;512400
9758356082;Wadup Games;512410
9758356083;Overrun Games;512420
9758356084;e_Solution;512430
9758356085;Riviysky;512450
9758356086;Venugopalan Sreedharan;512460
9758356087;Home Net Games;512470
9758356088;Sad Spaghetti Entertainment;512490
9758356089;GoeX GameS;512550
9758356090;HoCWar;512560
9758356091;Creative Freaks Inc;512600
9758356092;Creative Freaks Inc;512610
9758356093;Back To Basics Gaming;512640
9758356094;RGCDDEV;512680
9758356095;Turbulon Interactive;512700
9758356096;GooDCrafter;512740
9758356097;Sylvan Studios LLC;512750
9758356098;Merlin Beer;512770
9758356099;Zadbox Entertainment;512790
9758356100;Xuebao Games;512830
9758356101;tinyBuild;512900
9758356102;Creative Mobile;512920
9758356103;nobodyshot;513000
9758356104;Virtual Dawn;513050
9758356105;On The Wall Entertainment;513060
9758356106;Like A Boss LLC;513140
9758356107;RealityArts Studio;513190
9758356108;Thought Ops LLC;513210
9758356109;Mehsoft;513230
9758356110;Artificient Games Inc;513240
9758356111;WubsGames_BlackShellMedia;513250
9758356112;Hooligans Entertainment;513260
9758356113;Viversion;513270
9758356114;Shiver Games;513290
9758356115;LabOne48_LAB132;513300
9758356116;501 Industries;513310
9758356117;Klabater;513320
9758356118;tinyBuild;513330
9758356119;Kiss Publishing Ltd;513340
9758356120;Titouan Millet;513360
9758356121;Coffee Addict Studio;513370
9758356122;JoygoStudio;513420
9758356123;Envision Entertainment;513440
9758356124;Ipsilon Developments;513450
9758356125;Exordium Games;513460
9758356126;Windybeard;513480
9758356127;BBC Media Applications Technologies Limited;513490
9758356128;KHB_Soft;513510
9758356129;Dagestan Technology;513530
9758356130;Dagestan Technology;513540
9758356131;Petite Fleur Productions;513550
9758356132;Buka Game Studio;513560
9758356133;Infernal Dream;513570
9758356134;Agent Mega;513580
9758356135;NewRealityGames;513590
9758356136;Sometimes You;513600
9758356137;Sometimes You;513610
9758356138;Sometimes You;513620
9758356139;Dagestan Technology;513630
9758356140;Three Fields Entertainment;513690
9758356141;Devolver Digital;513710
9758356142;Dima Kiva;513720
9758356143;Back To Basics Gaming;513740
9758356144;SimplexGameStudio;513770
9758356145;Back To Basics Gaming;513780
9758356146;Digital Tribe;513790
9758356147;Tim Rachor;513810
9758356148;Dumbfounded;513820
9758356149;Red Nexus Games Inc;513840
9758356150;LabOne48;513860
9758356151;Kobra Studio;513880
9758356152;Snow Cannon Games;513890
9758356153;Yokcos;513920
9758356154;JDM4iK;513930
9758356155;StarworkGC;513960
9758356156;Doomster Entertainment;513980
9758356157;AEL Entertainment;513990
9758356158;Sports Mogul_ Inc;514010
9758356159;Retroism_Prism Entertainment;514050
9758356160;Retroism;514080
9758356161;BottleCube inc;514090
9758356162;Retroism;514140
9758356163;Retroism;514150
9758356164;Play Hard Games_ValuSoft;514160
9758356165;Valusoft_Play Hard Games;514170
9758356166;Play Hard Games_ValuSoft;514180
9758356167;MVA_Resi;514200
9758356168;m07games;514220
9758356169;Deceptive Games;514240
9758356170;Mind Leak;514290
9758356171;XSEED Games_Marvelous USA_ Inc_Marvelous;514310
9758356172;ANIM•ACE;514340
9758356173;哈视奇科技;514350
9758356174;Numb Thumb Studios;514360
9758356175;VisionWard LLC;514370
9758356176;FergaTroid Studios;514390
9758356177;AstroBear Games;514400
9758356178;Rootify;514410
9758356179;Plug In Digital;514460
9758356180;EnsenaSoft;514470
9758356181;EnsenaSoft;514480
9758356182;EnsenaSoft;514490
9758356183;Far Road Games;514500
9758356184;OxPrime Studio;514510
9758356185;Fellowplayer;514520
9758356186;West Coast Games Ltd;514530
9758356187;U Game Me;514540
9758356188;Peaksel;514550
9758356189;Mindware Co_Ltd;514570
9758356190;VaragtP;514580
9758356191;Salmi Games;514620
9758356192;Scorpius Games;514640
9758356193;Filippo Ceffa;514650
9758356194;Sometimes You;514660
9758356195;Stormtide;514670
9758356196;Big Fish Games;514700
9758356197;!Lim studio;514710
9758356198;Big Fish Games;514720
9758356199;Big Fish Games;514730
9758356200;Big Fish Games;514740
9758356201;Big Fish Games;514750
9758356202;Big Fish Games;514760
9758356203;Big Fish Games;514770
9758356204;Graduate Games;514780
9758356205;Joshua Missile;514810
9758356206;Mad Vulture Games;514820
9758356207;Gattai Games;514830
9758356208;Heavy Iron Studios_ Inc;514870
9758356209;cbritez;514890
9758356210;Aspyr;514900
9758356211;Quiet River;514920
9758356212;Flying Interactive;514930
9758356213;Dead Drop Studios LLC;514990
9758356214;DoubleBear Productions;515000
9758356215;Ask An Enemy Studios;515010
9758356216;Finn Sinclair;515020
9758356217;Three Guys Game Studio;515040
9758356218;astragon Entertainment;515180
9758356219;syuuyuusya;515200
9758356220;Codemasters_Feral Interactive (Mac)_Feral Interactive (Linux);515220
9758356221;Chilled Mouse;515230
9758356222;Pixelsplit Simulations;515260
9758356223;Atriagames;515310
9758356224;Back To Basics Gaming;515470
9758356225;Walter Machado;515570
9758356226;Caiysware;515650
9758356227;Back To Basics Gaming;515690
9758356228;Breachgate;515700
9758356229;Apogee Software;515740
9758356230;KittySoft Studios LLC;515890
9758356231;Ragnar;515900
9758356232;Trident Game Studio;515910
9758356233;HexWar Games;515980
9758356234;TrolleyBuzz LLC;516000
9758356235;Ludus Studio;516010
9758356236;Playniac;516030
9758356237;Hunted Cow Studios;516040
9758356238;HumaNature Studios;516110
9758356239;Antoine Bilodeau;516120
9758356240;Choice Provisions;516130
9758356241;Reality Gameware;516250
9758356242;Applava;516410
9758356243;None;516430
9758356244;Piko Interactive LLC_Classics Digital;516440
9758356245;Quote Studios;516450
9758356246;Jinsimer Games;516460
9758356247;CRAPPY ZOMBIE GAME STUDIO;516470
9758356248;Green Dinosaur Games;516480
9758356249;Ramon Mujica;516500
9758356250;Oomst Games;516510
9758356251;Joe Censored Games;516520
9758356252;Anime Hearts;516530
9758356253;TomCGames;516550
9758356254;Crazysoft ltd;516560
9758356255;ProjectorGames;516570
9758356256;Hound Picked Games;516580
9758356257;Enigmatic_Leading Role;516590
9758356258;Magenta Factory;516600
9758356259;重庆焱玩网络科技有限公司;516610
9758356260;Raw Lion Workshop;516640
9758356261;Animation Arts Creative GmbH;516650
9758356262;magnussoft;516680
9758356263;magnussoft;516740
9758356264;Amistech Games;516750
9758356265;Paper Cult;516790
9758356266;Pug & Dragon;516810
9758356267;Arrogant Pixel;516840
9758356268;Buce Studios LLC;516870
9758356269;Lunatic Pixels;516890
9758356270;Oniris Studios;516900
9758356271;Gawkfish Studios;516920
9758356272;Funny Twins;516940
9758356273;Just Amusing Myself Studios;516950
9758356274;Blue Drop Games;516960
9758356275;Winged Cloud;517000
9758356276;Displacement Studios;517010
9758356277;MDA Digital;517020
9758356278;Nasty Little Games;517060
9758356279;Vamped Games;517100
9758356280;Pixel Battery;517110
9758356281;Maxint LLC;517130
9758356282;Broken Rules;517140
9758356283;Toast;517160
9758356284;Tvori;517170
9758356285;Omnirift;517190
9758356286;Headbang Games;517210
9758356287;stickee;517220
9758356288;Beijing Xinrun Technology Co_Ltd;517230
9758356289;Hosted Games;517240
9758356290;Expone;517270
9758356291;Madhouse Software;517280
9758356292;14Dimension Enterprise;517300
9758356293;Paul Schneider;517320
9758356294;ImaginationOverflow;517330
9758356295;INT2000;517340
9758356296;VAN CUBO;517350
9758356297;Artifex Mundi;517360
9758356298;From The Bard;517370
9758356299;JoygoStudio;517400
9758356300;Showstorm Ltd;517460
9758356301;Daygames;517470
9758356302;CallThePolices;517480
9758356303;Capt McCay Soft;517500
9758356304;Rosalila;517510
9758356305;INVIVO Communications;517550
9758356306;Waveform Logic_ Inc;517620
9758356307;Square Enix;517630
9758356308;Ward Dehairs;517660
9758356309;Wizard Games Inc;517670
9758356310;JoqLePecheur;517680
9758356311;34BigThings srl;517710
9758356312;Epic Tavern Holdings;517720
9758356313;Smoketree Studios;517770
9758356314;Auroch Digital;517780
9758356315;Activision;517790
9758356316;Activision;517810
9758356317;COLOPL_ Inc;517860
9758356318;Myshkin Entertainment;517910
9758356319;Strobs Canardly;517930
9758356320;Skypeak LLC;517960
9758356321;HandMade Game;517970
9758356322;Amber Garage_ Inc;517990
9758356323;Hypothermic Games;518000
9758356324;ProGames Studio;518030
9758356325;Great Boolean;518040
9758356326;Ripstone;518060
9758356327;4 I Lab;518110
9758356328;Yippee Entertainment LTD_KISS ltd;518120
9758356329;Pandorica;518130
9758356330;Harmonize Studios;518140
9758356331;Superboss Games;518150
9758356332;Team of Light Media LLC;518190
9758356333;Culture Select;518280
9758356334;Red Mount Media;518320
9758356335;Crows Crows Crows;518580
9758356336;Atakote Studios;518610
9758356337;Bomb Shelter Games;518620
9758356338;Dejima;518650
9758356339;Fireline Games;518670
9758356340;Luke OConnor;518680
9758356341;Game Troopers;518720
9758356342;FIREBEAST;518730
9758356343;Fat Walrus Games;518740
9758356344;Avalanche Studios;518790
9758356345;Displacement Studios;518800
9758356346;Bossa Studios;518920
9758356347;Lasmelan;519020
9758356348;Skydome Studios;519030
9758356349;Bomber Studio;519080
9758356350;TurnVex;519140
9758356351;Tomilano;519160
9758356352;Michael Chou VR Lab;519170
9758356353;Last Level;519190
9758356354;Alex Hanson_White;519200
9758356355;2K;519490
9758356356;Tim McCulloch;519540
9758356357;Laser Fuel Games;519550
9758356358;New Blood Interactive;519860
9758356359;Bogemic Games;519870
9758356360;Hobibit;519890
9758356361;bibimbapstudio;519940
9758356362;The House of Fables;519980
9758356363;Intropy Games;519990
9758356364;ShadowBrain Games;520010
9758356365;natahem;520080
9758356366;ZeroTransform;520120
9758356367;Choice of Games;520150
9758356368;We AR VR;520210
9758356369;ETI;520230
9758356370;Black Side;520250
9758356371;Black Cell;520270
9758356372;Chris Antoni;520290
9758356373;InfernoSoul_Panda Games;520300
9758356374;LIFE VR;520350
9758356375;OnionMilk;520370
9758356376;No_Brain Studio;520380
9758356377;Arc System Works;520440
9758356378;Reality Reflection;520470
9758356379;Totemic Entertainment Ltd;520510
9758356380;Afterthought Studios;520520
9758356381;Eforb;520530
9758356382;BumpkinBrothers;520540
9758356383;Bossa Studios;520600
9758356384;Slitherine Ltd;520610
9758356385;Final Boss Entertainment;520660
9758356386;Dear Villagers;520670
9758356387;BlueLine Games;520680
9758356388;The Chinese Room;520720
9758356389;Mad Triangles;520750
9758356390;Yumoon;520810
9758356391;YETU GAME;520850
9758356392;Dmitry Medvedev;520860
9758356393;Degica_Vaka Game Magazine;520910
9758356394;Mergin Studio;520930
9758356395;THQ Nordic;520940
9758356396;MUVGAMES;520960
9758356397;Iceberg Interactive;520990
9758356398;Treetop Crew;521000
9758356399;Toplitz Productions;521090
9758356400;RuVe Game Studio;521100
9758356401;Starwind Games;521130
9758356402;FastRam Design;521140
9758356403;The Quadsphere;521150
9758356404;Matt Roszak;521200
9758356405;Vidas Salavejus;521210
9758356406;Back To Basics Gaming;521230
9758356407;Legacy Games;521280
9758356408;TestTubeGames;521300
9758356409;The Game Brewery;521320
9758356410;Strength in Numbers Studios_ Inc;521330
9758356411;Screenwave Media;521350
9758356412;DEVGRU_P;521420
9758356413;David Mulder;521430
9758356414;DK Productions;521450
9758356415;batensan;521470
9758356416;Winged Cloud;521500
9758356417;Sekai Project;521510
9758356418;ebi_hime;521540
9758356419;Lightfoot Brothers;521560
9758356420;Tamationgames;521570
9758356421;DNVA;521580
9758356422;Giant Fox Studios;521630
9758356423;KOEI TECMO GAMES CO_ LTD;521650
9758356424;KOEI TECMO GAMES CO_ LTD;521660
9758356425;KOEI TECMO GAMES CO_ LTD;521670
9758356426;KOEI TECMO GAMES CO_ LTD;521680
9758356427;KOEI TECMO GAMES CO_ LTD;521690
9758356428;KOEI TECMO GAMES CO_ LTD;521700
9758356429;KOEI TECMO GAMES CO_ LTD;521710
9758356430;KOEI TECMO GAMES CO_ LTD;521720
9758356431;KOEI TECMO GAMES CO_ LTD;521730
9758356432;KOEI TECMO GAMES CO_ LTD;521740
9758356433;KOEI TECMO GAMES CO_ LTD;521750
9758356434;KOEI TECMO GAMES CO_ LTD;521760
9758356435;Fair Weather Studios_ LLC;521790
9758356436;Lock n Load Publishing;521800
9758356437;!Lim studio;521830
9758356438;哈视奇科技;521860
9758356439;tinyBuild;521890
9758356440;Retro Army Limited;521920
9758356441;Dagestan Technology;521930
9758356442;Dagestan Technology;521940
9758356443;VikingVRStudio;521950
9758356444;Infernal Dream;521980
9758356445;Dawid Bujak;521990
9758356446;Heavy Key Studios;522000
9758356447;Gamecosm;522010
9758356448;DIVR Labs;522020
9758356449;Ludosity;522040
9758356450;ASGames;522050
9758356451;Gamepopper;522080
9758356452;8Floor;522090
9758356453;WOLFCODER WORKSHOP LLC;522130
9758356454;Maximum Games;522200
9758356455;Curve Digital;522210
9758356456;Nival;522220
9758356457;Robot Riot UG (haftungsbeschränkt);522230
9758356458;Adult Swim Games;522240
9758356459;Playing With Matches;522250
9758356460;Team Cat n Mice;522280
9758356461;Mariano Larronde;522300
9758356462;HelixFox Games;522340
9758356463;Blue Brain Games;522470
9758356464;Ink Dragon Works;522490
9758356465;KEMCO;522530
9758356466;Atomic Fabrik_Cristian Manolachi;522570
9758356467;Indie Dynamics;522590
9758356468;N_soft;522610
9758356469;TTCX Inc;522660
9758356470;1C Entertainment;522690
9758356471;Kipsaim(Mike) Delgado;522700
9758356472;Default Interactive;522710
9758356473;Reactor Entertainment;522730
9758356474;Square Enix;522740
9758356475;NIS America_ Inc;522880
9758356476;SharkByte Studio;522890
9758356477;Heartfelt Games LLC;522900
9758356478;Numb Thumb Studios;522950
9758356479;CBL Industries;522960
9758356480;Gordon Little;522990
9758356481;CFK Co_ Ltd;523000
9758356482;Dialogue Design;523030
9758356483;Team Gilbert;523060
9758356484;Lemuria;523070
9758356485;Kevin suckert;523080
9758356486;PITAYA NETWORK LIMITED;523090
9758356487;8Floor;523150
9758356488;8Floor;523160
9758356489;Alix;523170
9758356490;Capitola VR;523180
9758356491;IDC_Games;523190
9758356492;Dear Villagers;523210
9758356493;Hazardous Software;523440
9758356494;Lord of the Stack;523550
9758356495;Uborm;523570
9758356496;Polygon Art;523610
9758356497;Peηtacle;523640
9758356498;Movie Games SA_PlayWay SA;523650
9758356499;Digital Cybercherries;523660
9758356500;TopArcadeApps;523670
9758356501;Self;523680
9758356502;Master Indie;523710
9758356503;Machete Games LLC;523720
9758356504;NewWestGames;523730
9758356505;Black Sun Game Publishing;523740
9758356506;Dialsoft_ASP;523750
9758356507;Chris Antoni;523760
9758356508;Kyle Seeley;523780
9758356509;Atriagames;523790
9758356510;CFK Co_ Ltd;523810
9758356511;Tale Studios;523870
9758356512;peakvox;523880
9758356513;Aldorlea Games;523900
9758356514;DonkeyKwon Games;523940
9758356515;ALTER_BOY;523960
9758356516;Das Humankapital;523970
9758356517;Stardock Entertainment;524010
9758356518;Singularity Lab;524030
9758356519;Krax Games;524050
9758356520;RLTY CHK;524060
9758356521;Andrew Stout;524120
9758356522;Winter Wolves;524200
9758356523;Square Enix;524220
9758356524;I3;524240
9758356525;Excalibur Games;524250
9758356526;Andrey Malyarov;524340
9758356527;Purpl3Grape;524350
9758356528;Tectonic VR;524380
9758356529;Alternative Software Ltd;524430
9758356530;Hosted Games;524520
9758356531;Hosted Games;524540
9758356532;Hosted Games;524560
9758356533;Idea Factory International;524580
9758356534;Big Fish Games;524600
9758356535;Funny Twins;524610
9758356536;Ogre Head Studio_Dangen Entertainment;524640
9758356537;Sophie Houlden;524650
9758356538;Rutony Studio;524660
9758356539;Comrex AG;524690
9758356540;AGM PLAYISM;524850
9758356541;Super Games Studio;524940
9758356542;Helmet Games;524970
9758356543;Capcom;525040
9758356544;Unseen Kingdom Games;525050
9758356545;Aéronie;525070
9758356546;Eversim;525080
9758356547;NerdyYetis;525150
9758356548;Cannibal Panda Studios;525190
9758356549;CodeBison Games;525210
9758356550;Square Enix;525240
9758356551;Ilya Gubin;525290
9758356552;IR Studio;525300
9758356553;Grey Wizard Innovative;525330
9758356554;People Gotta Play;525350
9758356555;Coconut Island Games;525360
9758356556;Elcaelum;525370
9758356557;Kajak Games;525380
9758356558;10tons Ltd;525450
9758356559;FranticDreamer_SpoNk;525460
9758356560;BANDAI NAMCO Entertainment;525480
9758356561;Gameplay Studio VR;525500
9758356562;Crazy Monkey Studios;525510
9758356563;Matthew Roach;525530
9758356564;Adhere Technology;525540
9758356565;tso;525590
9758356566;aresarx;525600
9758356567;Pb Studios;525610
9758356568;All Yes Good;525620
9758356569;Koenigz;525640
9758356570;Bloodmane Interactive;525660
9758356571;Myron Software;525680
9758356572;Foolish Mortals Games;525690
9758356573;NIS America_ Inc;525700
9758356574;Kongregate;525740
9758356575;VRoximity LLC;525760
9758356576;Saibot Studios;525780
9758356577;Morepork Games;525860
9758356578;CrystalGame;525870
9758356579;TANTANMEN;525910
9758356580;Focus Home Interactive;525920
9758356581;Life VR;525950
9758356582;Zachary Geier;526090
9758356583;Glitchr Studio;526130
9758356584;Cloudhead Games ltd;526140
9758356585;HypeTrain Digital;526160
9758356586;Square Enix;526180
9758356587;Silicon Storm;526240
9758356588;TrisPix Studio;526290
9758356589;Apeirogon Games;526310
9758356590;Dark Illusions Entertainment LLC;526370
9758356591;metamorpho;526390
9758356592;Ithaqua Labs;526400
9758356593;Distant Alliance;526430
9758356594;Pixelpointer Studios;526440
9758356595;i273 LLC;526450
9758356596;Pokshevanov Pavel;526460
9758356597;Confused Studios;526470
9758356598;MangaGamer;526490
9758356599;Sayan;526510
9758356600;Forever Entertainment S A;526540
9758356601;Iron Guard Cyber Security;526550
9758356602;VR PrinceTechnology development Beijing Co Ltd;526590
9758356603;Lifeliqe_ Inc;526680
9758356604;Block Interval;526730
9758356605;Indovers Studio;526740
9758356606;Team Jape;526780
9758356607;Talking About Media;526800
9758356608;EnsenaSoft;526880
9758356609;RetroEpic Software;526890
9758356610;On5;526920
9758356611;Lost Bra;526960
9758356612;Bigben Interactive;526980
9758356613;Game Scorpion Inc;527040
9758356614;Ubisoft;527100
9758356615;Viacom NEXT;527110
9758356616;Milo Games;527150
9758356617;10Ants Hill;527160
9758356618;Sekai Project;527190
9758356619;GKT Studios Entertainment;527210
9758356620;Curve Digital;527230
9758356621;Svantech Studios;527240
9758356622;Laugical Games;527250
9758356623;BioDynamic Games;527260
9758356624;KOEI TECMO GAMES CO_ LTD;527270
9758356625;KOEI TECMO GAMES CO_ LTD;527280
9758356626;KOEI TECMO GAMES CO_ LTD;527290
9758356627;Synamon Inc;527300
9758356628;Kishan Emens;527310
9758356629;KISS ltd;527320
9758356630;Broken Window Studios_ LLC;527330
9758356631;Bitten Toast Games Inc;527340
9758356632;Escape Reality UKVR _SoftApps;527360
9758356633;Engage Pixel;527380
9758356634;Artifex Mundi;527420
9758356635;NeocoreGames;527430
9758356636;HFM Games;527450
9758356637;Dagestan Technology;527460
9758356638;FobTi interactive;527470
9758356639;Dagestan Technology;527480
9758356640;Dagestan Technology;527490
9758356641;The Tambourine;527510
9758356642;West Forest Games;527520
9758356643;Recreat4;527540
9758356644;Dagestan Technology;527550
9758356645;Viewer Ready;527580
9758356646;Gwyn Games;527700
9758356647;GrabTheGames;527710
9758356648;Faster Time Games Limited;527720
9758356649;FrameLineNetwork;527730
9758356650;Kenny Sun;527740
9758356651;Sometimes You;527750
9758356652;Sometimes You;527760
9758356653;Sometimes You;527770
9758356654;Sometimes You;527790
9758356655;Artur Rezende;527800
9758356656;Opium Pulses Entertainment;527810
9758356657;Unimatrix Productions;527820
9758356658;Green Eye Games;527880
9758356659;Big Fish Games;527890
9758356660;Big Fish Games;527900
9758356661;Big Fish Games;527910
9758356662;Big Fish Games;527920
9758356663;Big Fish Games;527930
9758356664;Big Fish Games;527940
9758356665;Stained Glass Llama;527950
9758356666;Mechanical Monocle;527960
9758356667;Pathless Games;528010
9758356668;Degica;528020
9758356669;離水三尺工作室;528060
9758356670;8Floor;528070
9758356671;Dagestan Technology;528080
9758356672;Dagestan Technology;528090
9758356673;Mana Games;528110
9758356674;FIVE_BN GAMES;528120
9758356675;Nkidu Games Inc;528160
9758356676;Seems Good Copmany;528170
9758356677;Asmodee Digital;528180
9758356678;DDD Wares;528190
9758356679;Flow Fire Games;528230
9758356680;Asmodee Digital;528250
9758356681;COLOPL_ Inc;528260
9758356682;Pixelbark Games;528270
9758356683;Meridian4;528300
9758356684;GoBit Games;528420
9758356685;Tower Up Studios;528430
9758356686;Quicksilver Software_ Inc;528450
9758356687;TatriX;528460
9758356688;Back To Basics Gaming;528510
9758356689;The Munky;528550
9758356690;FoundVR;528580
9758356691;Arc System Works;528610
9758356692;Alternative Software Ltd;528640
9758356693;Just1337 Publisher;528660
9758356694;Fifth Dimension Company;528670
9758356695;Zuakate Games;528700
9758356696;Coatsink;528720
9758356697;Rendercode Games;528730
9758356698;Hunted Cow Studios;528740
9758356699;Self Published;528770
9758356700;Aterdux Entertainment;528820
9758356701;Ready Play Games;528860
